TWEET,true_emoji,pred_emoji
lol I bet you was like who is this,sob,smirk
Starbucks has almond milk now,yum,heart_eyes
Omg You Right ! 2 Hibachi &amp; 2 Subway,yum,heart_eyes
Sounds good,weary,yum
you bet he did,blush,wink
I bet you are,smirk,wink
No better feeling than getting a free drink at Starbucks,heart_eyes,yum
Oh bet ... 2 can play at this game,wink,sob
all this $5 DC toys and I'm sitting here waiting for them. I bet you they'll be back @$20 when i find them,sob,weary
I want Starbucks,yum,weary
Bet you're jealous,wink,smirk
that's a bet,smirk,blush
Oh shit,sob,weary
my heart,heart_eyes,weary
I bet you win best camp counselor every year,blush,sob
I want Starbucks,sob,weary
I bet she got that snapback and I don't mean hats,smirk,heart_eyes
I want Starbucks,sob,weary
damn.. I bet.,weary,sob
bet just hmu,blush,smirk
bet you can't wait,blush,smirk
I want Starbucks so bad,sob,weary
Subway,grin,yum
swear??? Bet and thanks kid ️,relaxed,blush
Lol bet ️,relaxed,blush
This looks so good,weary,sob
I love him,heart_eyes,sob
Ard bet hmu,smirk,blush
Starbucks cravings,flushed,weary
When the gym homie at Walmart hooks up your purchases so that you have enough to buy everything,heart_eyes,weary
on dumb shit I bet,sob,smirk
but this subway I'm about to get for me &amp; Ronnie is bout to be so good,yum,weary
Bet 1 is completed,smirk,sob
That's a bet,smirk,blush
lol bet ️,relaxed,blush
I bet,wink,weary
been here since 2011 &amp; you can bet I can name all of your music ️,relaxed,heart_eyes
that's a bet,heart_eyes,relaxed
I bet they are imagine marrying your childhood sweetheart xx,heart_eyes,smirk
that whole verse Bryson killed it,weary,sob
"willing to bet there is more sugar in corn, which as we know is bad for you",wink,sob
"*drools* I'll bet that jerky is delish, I can almost smell it from here! #zshq",blush,sob
I'm craving Starbucks,sob,weary
i bet u r,smirk,wink
I bet the neighbors know my name,wink,smirk
Morning shifts got me like #McDonalds #coffee #morningmess #ckrw #multitasking #CFmomlife #kindermom,flushed,sob
"all I want is starbucks, a movie, and a nap with my hubby",sob,heart_eyes
Yeah!,wink,blush
ard bet️,relaxed,blush
someone pls bring me a pumpkin spice latte from starbucks,sob,heart_eyes
I want Starbucks,sob,weary
I got my Starbucks,heart_eyes,smirk
okay bet ️,relaxed,blush
I have chills looking at this,heart_eyes,sob
omg I love Ty,sob,blush
Me too,sob,weary
Holy,flushed,sob
oh I bet,smirk,wink
I want Starbucks so bad right now,heart_eyes,weary
I bet you hate seeing me being RTd all up and down your TL,blush,sob
okay bet️,relaxed,blush
Starbucks,blush,yum
the dude w/ the beard at Starbucks lit,sob,heart_eyes
Starbucks,weary,yum
dats a bet,wink,yum
I want Starbucks ️,relaxed,weary
"""just what I needed "" *with a picture of Starbucks*",yum,heart_eyes
i want some subway,sob,weary
i bet.,weary,smirk
I bet you hate seeing me being RTd all up and down your TL,blush,sob
I bet,wink,weary
Subway cookies,heart_eyes,yum
You can ask your lady bet I drove her crazy,wink,blush
yes starbs date,heart_eyes,sob
"My god, bet these are absolute heaven!!",heart_eyes,sob
"Im so hungry , I want some mcdonalds breakfast.",sob,weary
I bet,smirk,weary
bet your gutted,weary,blush
"Nigga said ""its BET weekend""",weary,sob
I could eat subway everyday,yum,heart_eyes
It's national iced tea day I'll be there in a bit,yum,sob
okay bet,yum,blush
me minus the hoop earrings I wear icy studs,sob,weary
Bet you do,grin,wink
LMFAOOO bet,sob,wink
"INTEREST MEETING in the Internet cafe (Starbucks), will have refreshments ️ #ncwc #ncwc20",relaxed,sob
Cravings,yum,weary
Subway,wink,yum
Starbucks,heart_eyes,yum
I bet,blush,weary
"I bet you'll start loving me , soon as I start loving someone else, Somebody better than you",blush,smirk
u bet we do,grin,wink
This gone be me and my girl at prom bet,wink,blush
craving Starbucks,sob,weary
I bet,smirk,weary
I got subway,blush,yum
bet good looks,smirk,weary
I bet he slept so good after that,sob,heart_eyes
I need some starbucks,sob,weary
Tyrique better bring me some McDonalds,weary,sob
Yea I bet,sob,smirk
I want Starbucks,heart_eyes,weary
Oh my goodness target's shoes right now,heart_eyes,sob
you bet!!!,heart_eyes,grin
Ard that's a bet,weary,smirk
Subway,heart_eyes,yum
10 UNDERCOVER STARBUCKS DRINKS YOU NEED TO TRY,heart_eyes,blush
I bet!,grin,blush
16 seconds. Mind how you go. Bet you've got a cracking love life,grin,smirk
In need of starbucks,flushed,weary
When I need starbucks,smirk,weary
Craving subway,heart_eyes,weary
I want Starbucks,sob,weary
follow me,wink,blush
Stop,weary,flushed
You lucky I bet his dick was magic,heart_eyes,sob
I loooooooove the way Subway smells,weary,heart_eyes
Stop,sob,flushed
Someone get Starbucks with me,sob,yum
Hi I bet you can't guess who my twin is..it starts with a C #8DaysToLaLa xox,blush,heart_eyes
I'm about to eat subway omg I'm so excited what do you usually get?,heart_eyes,yum
I need Starbucks in my life,sob,weary
"That's what the subway maps are for. You know, like the one you snapchatted..",smirk,heart_eyes
I'll take that bet!,grin,wink
I bet.,blush,smirk
Just got mistaken for Wonder Woman. I bet this never happens to .,grin,heart_eyes
Lol bet.,wink,blush
Starbucks,heart_eyes,yum
Me and my uncle just bet money on the Brook vs Sterling,sob,blush
When the barista at Starbucks tells you you're pretty &gt;&gt;,heart_eyes,sob
i want starbucks,sob,weary
Lol that's a bet,wink,grin
I don't think this school understands that I need unlimited flex for Starbucks,weary,sob
SUBWAY,heart_eyes,yum
Literally me everyday,weary,sob
ღ Her cuteness makes me cry ღ ღ Bet u smiled ️ ღ (Vine by ),relaxed,heart_eyes
I loooooooove the way Subway smells,weary,heart_eyes
subway,smirk,yum
you bet,blush,wink
Holy,heart_eyes,sob
I bet all of the other countries get tired of hearing the National Anthem,smirk,sob
That's a bet,heart_eyes,blush
I bet,wink,weary
facts,wink,sob
i bet,sob,weary
I get 1 on Thursdays from mcdonalds,sob,heart_eyes
always satisfied with subway,yum,weary
Girl,heart_eyes,weary
lol bet,sob,blush
Subway,heart_eyes,yum
I bet,yum,weary
I bet you look beautiful,weary,heart_eyes
BRUH I didn't know there was a subway in the EUC,sob,heart_eyes
you bet,yum,wink
lisette just showed up at my house with Starbucks and balloons,heart_eyes,sob
iight bet ️,relaxed,blush
The Lowes,blush,sob
I bet this be you,sob,blush
ard bet,sob,blush
look what I found at the Saratoga Starbucks this morning. Upstander drink sleeves!,blush,heart_eyes
I want Starbucks,sob,weary
Let's go,weary,blush
Bet why,grin,weary
amen dominos deliverers hot and ready's️,relaxed,weary
me &amp; made a bet &amp; ima win.,blush,wink
Dominos on the way,weary,heart_eyes
I bet you would,grin,smirk
Lol the last time I went to Walmart was when we FaceTimed and you got mad I had only a tank top on I miss you,heart_eyes,sob
Rd bet,sob,blush
Woah,flushed,heart_eyes
"dude. that's all i can say is dude, bet not ever try me like that",flushed,sob
"Her: ""okay daddy, come here"" Me: ""bet, I'm omw"" Her: ""too bad I'm not that easy"" Me:",yum,sob
I bet y'all are happy we have police now,wink,blush
I bet he did,grin,smirk
that's a bet,heart_eyes,blush
I Bet,blush,weary
big bet,smirk,blush
Fire drill when it's pouring rain? You bet ya cause we are linn-mar!!,heart_eyes,sob
when starbucks plays frank sinatra,heart_eyes,sob
Bet Tht Up Then,wink,blush
I Bet Jamaica Is So Happy Having Nash Grier In It Waiting For You Nashy Here In Egypt ...Love Ya,heart_eyes,weary
I bet,smirk,weary
Yeah,blush,grin
Starbucks,heart_eyes,yum
I bet you fell out,sob,smirk
lol thanks and I bet,sob,blush
Subway,heart_eyes,yum
I need,weary,heart_eyes
Subway,heart_eyes,yum
and by the way dominos is the shit fuck ur feelings,heart_eyes,weary
You ain't gotta like me bet you know my name tho,blush,wink
I bet she was,smirk,sob
this gif,heart_eyes,weary
I bet he will,wink,blush
This movie on BET,weary,flushed
ok bet,grin,blush
I bet it will,smirk,sob
I want Starbucks ️,relaxed,weary
lol I bet,weary,blush
saaaaame,heart_eyes,sob
Can someone please bring me Starbucks to work,blush,sob
Waiting,wink,sob
I should've went to Starbucks,weary,sob
100% bet on my salary...He said it Sushma Swaraj got a new advisor....,blush,sob
Story of my life,sob,weary
Subway for lunch ️,relaxed,yum
bet you are,grin,wink
OMFG IVE BEEN WAITING SOOOOO LONG FOR THIS IM NOT READY!,sob,weary
SOS. Someone bring me Starbucks. Hmu for location.,sob,weary
aight bet,sob,blush
Happy in Walmart,blush,sob
I wish Starbucks delivered.,sob,weary
that shit look nasty,sob,heart_eyes
I want Starbucks,sob,weary
but this subway I'm about to get for me &amp; Ronnie is bout to be so good,yum,weary
I want Starbucks,sob,weary
facts,blush,sob
somebody bring me some subway,sob,yum
i bet,blush,weary
i bet,smirk,weary
I bet you do darling,wink,blush
I Never Been To Red Robin,sob,weary
"Tambay mode. (@ Starbucks Coffee in Imus City, Cavite)",grin,sob
alright bet,grin,blush
I want Starbucks,heart_eyes,weary
subway,weary,yum
what your favorite character in stranger things? i bet it's eleven #Howl4ACure,yum,heart_eyes
you bet ️,relaxed,wink
I bet mine will put em in a two and eight but at least I have always supported our Jez,wink,sob
bring me some Starbucks,yum,sob
STARBUCKS,heart_eyes,yum
Heidi got me wanting subway now,sob,weary
Bet it up,blush,wink
I want pizza,heart_eyes,weary
Oh I bet. Probably felt really good to shove it into someone's ass though.,yum,sob
Why is Valeria talkin about anal at this STARBUCKS STUDY DATE,weary,sob
lol bet,sob,blush
I want Starbucks,sob,weary
bet it was Jonathan he was jel of their child,grin,sob
Ight bet,flushed,smirk
Ight bet,grin,smirk
We really wit the shits you bet not piss us,smirk,sob
That's a bet,smirk,blush
Craving for Starbucks,yum,weary
me too,blush,weary
What the hell,weary,sob
I bet,heart_eyes,weary
Brotherly love is on BET,grin,blush
that's a bet .,grin,relaxed
I Want Starbucks,yum,weary
Malia af rm/dt: werecutie edits I'm glad we're friends :) LMAO BET YOU THOUGHT T... (Vine by ),heart_eyes,sob
Make me summmmm,weary,smirk
Backup plan aq,grin,sob
S'mores is back philippines,heart_eyes,weary
I bet!!!,heart_eyes,weary
The all black interior is #Goals,heart_eyes,weary
I Wear What I Want... I Do What I Want...Call Me Whateve But I Bet Money You Want Beat My Ass,blush,sob
"you should do it ️ i'll check your ig later, i bet you draw pretty well ️",relaxed,blush
Starbucks,heart_eyes,yum
I bet mine will put em in a two and eight but at least I have always supported our Jez,wink,sob
"Toddles ma noddles, we takin my birthday ass to McDonalds",grin,sob
"I can tell his peen little, literally I can bet my life on it",sob,blush
I bet she is.,yum,smirk
I want Starbucks .,heart_eyes,weary
but i bet they were written by one,blush,sob
I bet it was,sob,wink
Craving Starbucks,yum,weary
that's a bet,smirk,blush
lol bet,yum,blush
Starbucks,sob,yum
Sweet tea from is the holy grail of beverages,weary,heart_eyes
"I have no shame, I love me some #starbucks #pumpkinspicelatte",yum,weary
Aight Bet,grin,blush
Starbucks,heart_eyes,yum
I bet you will,smirk,wink
I bet,smirk,weary
Wtfffff me too !,weary,sob
SALTED CARAMEL MOCHA IS BACK AT STARBUCKS,grin,heart_eyes
Mcdonalds always fucks up my stomach,sob,weary
I want some Starbucks rn,sob,weary
Bet she do a lot more too,sob,heart_eyes
Alex,heart_eyes,sob
I bet you are,sob,wink
You can bet on it!,wink,grin
awe thanks️ &amp; aye bet !,relaxed,blush
Bet u do,smirk,wink
\ / \ / \/ hyyyyppppeeeedddddddd,blush,sob
Better bet I'm going all out for Spirit week.,yum,blush
subway hit the spot,weary,yum
I bet you do,smirk,wink
And I bet you miss me don't ya,blush,sob
subway,blush,yum
I need someone to bet against the patriots so I can win all my money back,weary,wink
I bet you will,blush,grin
alright bet,smirk,blush
I bet they do,wink,sob
So true and those sauces,heart_eyes,sob
Just ordered dominos,yum,heart_eyes
I just want Starbucks,yum,weary
wanna bet?,yum,smirk
"They did it so well I bet even Rihanna looked at it like ""damn I don't remember taking that but I look too fine """,heart_eyes,sob
Bet tell her you need that 50,yum,smirk
Kanye been fuckin with mcchickens on the low?,flushed,weary
Got subway,wink,yum
my sister rocks for bringing me Starbucks to work,heart_eyes,sob
You can never go wrong with raspberry cheesecake cookies though,heart_eyes,yum
I Want Some Subway .,weary,yum
Girls check my snap its tamaracharise ️ I bet I make you wet,relaxed,blush
Craving a frap from Starbucks,yum,weary
Just Like Niggas Talk Bitches Talk &amp; One Thing About Us Females We Don't Hold Water,blush,sob
You ain't gotta like me bet you know my name tho,blush,wink
i bet you would,wink,smirk
oh my god,sob,heart_eyes
bet go look at our last convo,grin,sob
I want Starbucks,sob,weary
I bet,wink,weary
Starbucks real quick,smirk,sob
I bet!,grin,blush
bet bro,wink,sob
That's dark skin bet,heart_eyes,sob
Ard bet,smirk,blush
Omg i would literally be in love if i got this text. my starbucks loving ass would text back so fast,heart_eyes,sob
You ain't gotta like me bet you know my name doe!!,heart_eyes,smirk
fuuu subway sounds bomb,sob,weary
S'mores is back philippines,heart_eyes,weary
I want Starbucks,heart_eyes,weary
I want Starbucks,sob,weary
I bet they would,wink,blush
I Want Some Subway,yum,weary
I just want subway,sob,weary
I bet he slept so good after that,sob,heart_eyes
Starbucks,weary,yum
When you go to for work and then get totally distracted because #cosplay supplies.,heart_eyes,weary
"I tell ya what, when I get married you can bet I'm having my wedding in fall.",heart_eyes,sob
I want Starbucks,sob,weary
This movie on BET,sob,flushed
I bet he does Hope I can meet him someday!!! He seems like such a beautiful soul,blush,heart_eyes
Pumpkin Spice from Starbucks sounds so good rn,heart_eyes,weary
Yo WTF! I need to meet Josh!,heart_eyes,sob
I bet,smirk,weary
I bet it is,sob,wink
Another willtharapper mixtape I see coming outbet,wink,weary
bet lol,blush,grin
Starbucks,heart_eyes,yum
Can PLEASE bring back banana chocolate chip muffins,sob,weary
Lmfaooooo,sob,yum
"but it's going keep getting dirty, I'm a neat freak but bet",heart_eyes,smirk
Bet on the broncos and Vikings,grin,sob
Starbucks,heart_eyes,yum
I bet the neighbors know my name,yum,smirk
u bet,flushed,wink
that's a bet,yum,smirk
I want some Starbucks rn,sob,weary
I need some Starbucks rn,weary,sob
To relatable,weary,sob
girl,smirk,weary
I bet,flushed,weary
want some mcdonalds,heart_eyes,smirk
"Good Morning! So if you see want, pray on it and own it! @ Starbucks",wink,sob
Subway has the best cookies,weary,yum
Someone bring Starbucks to me and then immediately fuck off?,heart_eyes,sob
Bet you I can,yum,blush
No Sense on at Starbucks,heart_eyes,weary
"They just want you to leave so either ways , you not home .",blush,weary
I want Starbucks,sob,weary
Watching This Movie On BET W/ My Baby While She Do Her Work. .,heart_eyes,sob
That's A Bet,wink,blush
"Tell them hoes to compete with me , BET they won't win",yum,sob
I want Starbucks,heart_eyes,weary
Starbucks sounds good rn,sob,yum
This is how I'm about to be today @ The Great Wall,heart_eyes,sob
I want McDonalds,grin,weary
the accuracy,weary,sob
I'm just gunna go ahead and bet on in vl tonight.,flushed,grin
I want some bbq chicken &amp; pineapple pizza from dominos with the ranch crust (it's good asffff ),yum,heart_eyes
that subway was soooo good,yum,sob
Subway,heart_eyes,yum
i bet it was,flushed,wink
I bet,sob,weary
starbucks sounds so good rn,heart_eyes,weary
lol alright bet,yum,smirk
10 UNDERCOVER STARBUCKS DRINKS YOU NEED TO TRY,heart_eyes,blush
Bet 12 of my #InplayChallenge Tranmere v Guiseley Over 1.5 Goals England National League £732 Returns £1000! Like…,heart_eyes,wink
Fuck yea,weary,sob
"yeah, ur mum and dad are great in bed. #3some",smirk,blush
Craving Starbucks,yum,weary
Bet it up bet it up she pulled up in a Benz truck,heart_eyes,weary
and I have been to McDonalds three times today,sob,weary
I want Starbucks,heart_eyes,weary
YOU BET I AM,yum,wink
Walmart got some bomb ass seedless watermelons lord,weary,sob
Finna be me,weary,sob
Craving Starbucks,heart_eyes,weary
I bet you did ️,relaxed,wink
I just want to sing as gracefully as the guy in the subway,heart_eyes,weary
